lookback,hidden_size,num_layers,learning_rate,batch_size,epochs,train_rmse,test_rmse,test_mae,test_r2,training_time,trial_number
48,8,3,0.0071415327009771885,16,50,0.05976485,0.06640894,0.04558012634515762,0.8794472217559814,16719.0289580822,21
12,8,1,0.001,64,50,0.057225224,0.06609937,0.04162862151861191,0.880249559879303,16815.60475921631,22
12,8,1,0.0029447553116147018,64,50,0.057044078,0.06571211,0.042489174753427505,0.881648600101471,16911.568125009537,23
36,8,1,0.001,64,81,0.056449004,0.064151786,0.04226304590702057,0.8874863386154175,17066.610843658447,24
24,8,1,0.001,64,50,0.05820398,0.064662464,0.04239929839968681,0.885530412197113,17164.79056406021,25
24,8,1,0.0016868702667704153,64,50,0.056869563,0.06529382,0.042060595005750656,0.8832841515541077,17261.728576660156,26
36,8,1,0.001,64,50,0.05814607,0.06557359,0.04348282516002655,0.8824437856674194,17359.406682014465,27
12,87,5,0.007132943886650979,40,256,0.23880881,0.20761581,0.174272820353508,-0.1814175844192505,18506.79388165474,28
36,8,1,0.0018245232415221991,64,50,0.05755965,0.06539035,0.04328121617436409,0.8830999135971069,18603.41319155693,29
24,8,1,0.001384256983908878,16,50,0.05666569,0.06714041,0.04206111282110214,0.8765890598297119,18936.494188070297,30
18,8,1,0.001,64,50,0.057688043,0.06566274,0.0437319241464138,0.8819006681442261,19035.154361248016,31
48,158,5,0.037485182098455735,45,65,0.31624886,0.2559898,0.21590839326381683,-0.7913045883178711,19303.21517777443,32
18,8,1,0.0054533235642370914,64,50,0.057304367,0.065608345,0.04219157248735428,0.8820962905883789,19401.39699935913,33
36,8,1,0.0027696953078997673,64,50,0.057251573,0.06306849,0.041305966675281525,0.891254186630249,19497.745193004608,34
48,256,1,0.001,16,64,0.07830226,0.08126537,0.0602058507502079,0.8194758892059326,19947.041204690933,35
24,143,1,0.001,34,50,0.059759915,0.065139376,0.041815824806690216,0.8838356733322144,20114.83893275261,36
12,145,5,0.001,64,201,0.20009038,0.1745825,0.13707001507282257,0.16462022066116333,20696.202149391174,37
36,8,1,0.001,64,210,0.055566277,0.063198745,0.039821673184633255,0.8908045291900635,21099.643412590027,38
36,8,1,0.006388527427526189,64,246,0.05709724,0.0649131,0.04327099770307541,0.8848000764846802,21568.46652150154,39
36,8,4,0.001,64,232,0.054758985,0.062300585,0.04003634676337242,0.8938862085342407,22156.107408046722,40
36,8,1,0.001,64,263,0.055270124,0.063269585,0.04029521346092224,0.8905596137046814,22657.708751916885,41
12,138,1,0.001,64,50,0.05829941,0.067942664,0.04540308564901352,0.8734775185585022,22755.47422337532,42
24,136,2,0.001,22,297,0.058357764,0.069060534,0.046455468982458115,0.869429349899292,24417.76060605049,43
36,8,5,0.0035230975698935215,64,300,0.052506324,0.06488781,0.042184729129076004,0.8848897814750671,25248.146284103394,44
24,123,3,0.001,29,189,0.0614344,0.066878475,0.04584042355418205,0.8775501251220703,26163.554151535034,45
18,148,1,0.004247237109124275,46,78,0.08439674,0.08020169,0.06104342266917229,0.823811948299408,26365.02488899231,46
24,8,3,0.001,64,300,0.053567696,0.064491734,0.04083726182579994,0.8861340284347534,27082.83986568451,47
18,202,1,0.001,16,50,0.068786874,0.07251299,0.054126396775245667,0.8559739589691162,27421.775316476822,48
36,8,4,0.00814661341302277,64,300,0.05569478,0.06646242,0.044486481696367264,0.8792353272438049,28192.961098194122,49
24,8,1,0.001,64,300,0.0550779,0.06379223,0.04083038121461868,0.8885907530784607,28783.34650325775,50
24,256,1,0.001,16,171,0.062287908,0.06557104,0.043149419128894806,0.8822909593582153,29924.229688882828,51
24,256,1,0.001,16,300,0.067229174,0.07525458,0.054005105048418045,0.844957172870636,31944.208380699158,52
24,8,1,0.001,64,224,0.056377504,0.063761204,0.040837738662958145,0.8886991143226624,32380.283710241318,53
36,8,4,0.004094532265873919,48,50,0.05679494,0.06762781,0.04534505307674408,0.874963104724884,32550.591009378433,54
36,8,1,0.0031933679911132174,64,225,0.05542351,0.06564433,0.04073672741651535,0.8821900486946106,32978.66094827652,55
36,142,1,0.003425069233066221,58,50,0.06768715,0.06263053,0.041276704519987106,0.8927592635154724,33085.576464653015,56
36,12,4,0.001373490831451106,32,241,0.050539672,0.06750209,0.043225787580013275,0.8754275441169739,34271.4256567955,57
24,136,1,0.0019436970922620251,16,50,0.07397858,0.07495293,0.051242947578430176,0.8461976647377014,34607.44459462166,58
24,141,2,0.001,57,77,0.06053294,0.0657462,0.04432271420955658,0.8816612362861633,34792.28757095337,59
12,147,5,0.0344788544331802,46,50,0.2964456,0.34518108,0.30572086572647095,-2.265702247619629,34990.01922416687,60
48,256,5,0.001,37,249,0.23415574,0.19439745,0.16122154891490936,-0.03301191329956055,36120.255063056946,61
18,8,3,0.001557642242486812,64,206,0.05404963,0.0659874,0.042158160358667374,0.8807299733161926,36611.657563209534,62
18,8,3,0.0025246028844843,64,256,0.053506806,0.06424349,0.04078444838523865,0.8869507908821106,37222.45072555542,63
36,142,1,0.001,64,50,0.05962465,0.06272441,0.0408853255212307,0.8924375176429749,37322.53532028198,64
36,141,1,0.001,64,50,0.05770635,0.06609025,0.04298006370663643,0.8805840611457825,37423.4238986969,65
18,8,3,0.0025217207514474146,64,83,0.05689179,0.06527252,0.042451195418834686,0.8833001852035522,37621.40430808067,66
48,8,3,0.0038328544135445473,64,50,0.05657414,0.06135859,0.040059443563222885,0.8970859050750732,37739.283772945404,67
36,150,1,0.001,64,50,0.05813504,0.067780316,0.04410150274634361,0.8743984699249268,37839.12214207649,68
36,137,1,0.001,64,50,0.05935893,0.06626673,0.043713975697755814,0.8799453973770142,37939.073840379715,69
36,128,2,0.001,64,101,0.076009,0.084538676,0.05476905405521393,0.8046117424964905,38156.092341184616,70
36,148,1,0.002319541950365184,49,70,0.06864919,0.074261375,0.0555182583630085,0.8492304682731628,38329.922921180725,71
36,256,1,0.049999999999999996,64,50,0.35778326,0.4017996,0.31354111433029175,-3.413738250732422,38427.63536667824,72
24,155,3,0.001,16,300,0.115493365,0.14989117,0.10433932393789291,0.3849112391471863,41027.78229212761,73
18,145,1,0.001980114060987006,64,50,0.06250003,0.06720462,0.04606076702475548,0.8762891888618469,41126.37836551666,74
48,108,1,0.001,61,300,0.05676832,0.067094356,0.044222455471754074,0.8769459128379822,41729.26799535751,75
48,145,1,0.0018725753334871945,64,50,0.06141473,0.066489995,0.04354817420244217,0.879152774810791,41828.19394493103,76
48,221,1,0.001,50,50,0.07020663,0.06722035,0.047567397356033325,0.8764833211898804,41954.074676036835,77
18,194,6,0.049999999999999996,64,50,0.5283494,0.49535668,0.41830816864967346,-5.72117805480957,42108.78544378281,78
24,105,1,0.001,64,300,0.05158177,0.06781093,0.04268172010779381,0.8741117715835571,42686.38405752182,79
24,109,6,0.001,64,278,0.055287827,0.06907506,0.04676949232816696,0.8693743944168091,43552.957621097565,80
24,117,4,0.001,55,241,0.101714075,0.096795954,0.061343830078840256,0.7434924840927124,44275.27823519707,81
48,132,3,0.001,59,172,0.0623891,0.06949172,0.04688737913966179,0.867995023727417,44722.367448329926,82
24,61,6,0.001,64,300,0.039986502,0.0701084,0.04573298990726471,0.8654369711875916,45682.57987785339,83
24,91,6,0.001,64,300,0.045676913,0.06892642,0.04593415930867195,0.8699359893798828,46640.186720371246,84
48,8,1,0.001,64,300,0.05557248,0.064137,0.04160250350832939,0.8875547051429749,47224.8757956028,85
36,8,4,0.001,64,300,0.053303763,0.064965226,0.04139666631817818,0.8846149444580078,47986.74234509468,86
18,227,1,0.001,64,50,0.058817267,0.06606972,0.04183870926499367,0.8804321885108948,48087.29957771301,87
24,8,5,0.001,64,50,0.056908894,0.06606239,0.04246213659644127,0.8805202841758728,48236.424255132675,88
36,35,6,0.001,64,300,0.040397614,0.07056112,0.045390062034130096,0.8638810515403748,49196.66031551361,89
12,8,6,0.0021692196209690292,64,300,0.052148197,0.0682083,0.044454462826251984,0.8724862337112427,50084.94057273865,90
24,53,1,0.001,64,300,0.049098365,0.066835426,0.042800888419151306,0.8777077198028564,50659.62758541107,91
24,103,6,0.001,64,123,0.13519812,0.1133864,0.07549937069416046,0.6480283737182617,51032.40208220482,92
24,8,4,0.001,64,165,0.054806538,0.06241233,0.04004460945725441,0.8933584690093994,51471.17907953262,93
36,8,4,0.001,64,184,0.054343306,0.067682505,0.04434283450245857,0.8747607469558716,51942.70632195473,94
24,8,4,0.001,64,239,0.05370291,0.061772037,0.039208538830280304,0.8955352902412415,52589.54945778847,95
24,8,6,0.049999999999999996,64,300,0.23909761,0.24229057,0.2158748060464859,-0.6071585416793823,53539.69530797005,96
24,8,6,0.004397796393024648,64,66,0.0578719,0.06881411,0.04665772616863251,0.8703595399856567,53753.340594768524,97
24,8,6,0.004360578042438995,16,130,0.057332806,0.06571307,0.04378991574048996,0.8817804455757141,55192.22914028168,98
24,8,6,0.004299089590975528,16,125,0.05923944,0.06925552,0.0482463538646698,0.8686909675598145,56558.786756277084,99
36,8,6,0.004240441356906675,64,105,0.056660242,0.065356515,0.044610679149627686,0.8832207918167114,56874.121294260025,100
36,8,6,0.0026391392733646304,64,116,0.05558074,0.06517573,0.04286174848675728,0.883866012096405,57224.20652675629,101
36,8,6,0.004532096226280624,64,117,0.056203917,0.06922388,0.04446955770254135,0.868991494178772,57577.74384379387,102
24,115,6,0.001,26,300,0.17839305,0.17279358,0.12939277291297913,0.18258816003799438,59743.04982948303,103
24,112,3,0.001,38,111,0.05943175,0.06459726,0.04217088595032692,0.8857611417770386,60163.387095451355,104
36,8,6,0.004583828297331942,40,98,0.057727687,0.07065742,0.05035443603992462,0.8635092973709106,60643.285633802414,105
24,101,1,0.001,16,300,0.053754356,0.06886216,0.04390217363834381,0.8701784014701843,62680.944017887115,106
24,8,5,0.0033669725753837426,16,188,0.055463582,0.06948063,0.04734889790415764,0.8678359985351562,64574.5691113472,107
24,86,6,0.001,19,236,0.12262995,0.09922871,0.06867155432701111,0.7304369211196899,66896.12693929672,108
12,83,4,0.001,64,300,0.044653814,0.07090086,0.047239046543836594,0.8622201681137085,67699.46870279312,109
12,86,1,0.001,64,300,0.050510317,0.067672335,0.0444798581302166,0.8744823336601257,68308.41817116737,110
36,76,2,0.001,49,220,0.051665105,0.0655102,0.04444621503353119,0.8826709985733032,68942.49269104004,111
24,123,2,0.001,28,200,0.054679688,0.06464967,0.04317159950733185,0.8855756521224976,69896.60290265083,112
36,118,2,0.001,42,145,0.05721783,0.06515295,0.04249449446797371,0.8839471340179443,70376.15882968903,113
24,26,1,0.001,64,300,0.051103797,0.06711729,0.043122291564941406,0.8766740560531616,70981.21738290787,114
36,91,3,0.001,64,300,0.050483026,0.06728274,0.04321780055761337,0.876235842704773,71735.6534512043,115
48,8,6,0.004497910626544446,46,300,0.054278385,0.06840348,0.044050220400094986,0.8720970153808594,73019.45571780205,116
48,77,6,0.001,64,300,0.04347616,0.07045955,0.04663761332631111,0.8642925024032593,73982.05144381523,117
12,106,3,0.001,64,300,0.049136255,0.06847894,0.045205049216747284,0.8714722990989685,74737.06678438187,118
12,50,4,0.001,16,300,0.04592432,0.07048914,0.047146834433078766,0.8638157248497009,77665.01013994217,119
