lookback,hidden_size,num_layers,learning_rate,batch_size,epochs,train_rmse,test_rmse,test_mae,test_r2,training_time,trial_number
18,150,1,0.0018655238332449513,16,50,0.0745379,0.07341616,0.05087607726454735,0.8523638844490051,37719.99236536026,73
18,106,6,0.001,64,300,0.1252837,0.092386976,0.06303945183753967,0.7662073373794556,38644.938549757004,74
42,174,1,0.001,64,300,0.061343357,0.06717805,0.044537197798490524,0.876719057559967,39235.99784755707,75
18,32,6,0.0018254643299147049,64,80,0.055453602,0.06696653,0.04375983029603958,0.8771641850471497,39466.90979170799,76
12,173,1,0.0044653547575673,37,282,0.075388916,0.08462072,0.06288324296474457,0.8037381172180176,40330.03537964821,77
48,147,5,0.0027710760775013156,51,248,0.24065363,0.19954439,0.16773636639118195,-0.08843672275543213,41208.37960314751,78
42,155,2,0.001,64,50,0.07255314,0.0738975,0.05215545743703842,0.8508234024047852,41322.53803944588,79
42,32,4,0.0013771600321558434,64,50,0.056571256,0.061503783,0.040188584476709366,0.896665632724762,41453.414840221405,80
12,56,5,0.0014011740068099348,64,50,0.05609739,0.060846698,0.03971538320183754,0.898525595664978,41596.24592280388,81
12,256,1,0.001,64,50,0.060409922,0.064751655,0.042015235871076584,0.8850829601287842,41688.60687971115,82
12,64,3,0.0014944859906723324,64,50,0.05712187,0.06538123,0.0435364656150341,0.8828374743461609,41812.45300889015,83
12,140,1,0.004829928472734714,64,262,0.08752521,0.08450209,0.06401868164539337,0.8042879700660706,42323.6017742157,84
12,35,3,0.0016459520679065695,64,50,0.056674622,0.06549079,0.0426081158220768,0.8824445009231567,42439.947573661804,85
42,63,4,0.001,64,211,0.053107083,0.070620276,0.04800513759255409,0.8637614250183105,42993.81536054611,86
12,60,6,0.0015267165195988685,64,50,0.056138553,0.06404994,0.041143883019685745,0.887560248374939,43146.95861840248,87
12,8,6,0.001,64,50,0.057018552,0.063831896,0.040726784616708755,0.8883244395256042,43293.94425320625,88
42,8,3,0.005252833878076056,46,122,0.055828273,0.063080676,0.041839201003313065,0.8912988901138306,43684.96529889107,89
48,193,1,0.0021561157197337285,43,75,0.06972695,0.074141674,0.04984398931264877,0.8497380614280701,43890.34265708923,90
12,40,6,0.0013393674112529412,64,50,0.057416424,0.0672607,0.0450373999774456,0.876004695892334,44035.798281908035,91
18,29,4,0.001,64,190,0.046954952,0.06978319,0.04583427309989929,0.8666138052940369,44506.181028842926,92
18,71,1,0.0021098774773476094,64,300,0.05181712,0.06575028,0.04271351173520088,0.8815855979919434,45078.95725154877,93
18,95,3,0.0014612124401309017,64,300,0.05530271,0.066266395,0.044337764382362366,0.8797192573547363,45794.406218767166,94
42,50,5,0.0018386536791148073,64,300,0.052025508,0.06491064,0.043076034635305405,0.8849006295204163,46647.74491858482,95
18,8,4,0.0016252182527768191,64,215,0.05304465,0.06282139,0.0401565320789814,0.8919003009796143,47197.159140348434,96
18,79,2,0.0011612263867777986,64,86,0.05563661,0.06709531,0.04256248474121094,0.8766912817955017,47388.05296778679,97
12,109,1,0.002639595803454743,64,300,0.05698237,0.07130417,0.044505491852760315,0.8606482744216919,47962.358248233795,98
12,172,1,0.002114619871285393,64,50,0.061357856,0.06505515,0.04276641830801964,0.884003221988678,48061.656302928925,99
12,98,4,0.001315456918702844,64,50,0.05922726,0.06707581,0.04601151496171951,0.876685380935669,48195.876683712006,100
48,256,6,0.001,35,94,0.24031717,0.20134464,0.16547128558158875,-0.10816466808319092,51203.580657958984,101
18,8,2,0.004011015423511044,64,106,0.05636706,0.06277376,0.042210839688777924,0.8920641541481018,51427.58227610588,102
24,53,4,0.0015688033410203857,64,50,0.057041027,0.063434385,0.04184462130069733,0.8898371458053589,51559.568333148956,103
18,33,1,0.049999999999999996,64,242,0.09492619,0.11156919,0.08656919002532959,0.6590443253517151,52047.585273742676,104
12,174,1,0.0013450073415113757,64,300,0.06056281,0.07127204,0.050478287041187286,0.8607738018035889,52659.3065431118,105
12,94,2,0.001,64,300,0.050049376,0.07376496,0.04685346782207489,0.8508639335632324,53339.278645038605,106
12,43,1,0.002043931839754471,64,50,0.056974392,0.062814526,0.03970503434538841,0.8918559551239014,53442.73833537102,107
24,8,2,0.009082796321875846,64,220,0.05822621,0.07721126,0.048195626586675644,0.8367899060249329,53938.046026945114,108
12,8,1,0.002253931586975752,64,50,0.05709357,0.06471395,0.04141809418797493,0.8852167725563049,54040.25028157234,109
18,8,4,0.003847538817230501,64,50,0.056077935,0.06891753,0.044209547340869904,0.8699025511741638,54183.845652103424,110
24,140,4,0.001,64,208,0.13754562,0.1517197,0.10296721011400223,0.36981266736984253,54772.94795894623,111
42,130,3,0.001446458796364397,64,50,0.069945306,0.07688596,0.053601108491420746,0.8385138511657715,54908.90300107002,112
18,8,1,0.049999999999999996,64,50,0.069950745,0.078032464,0.053399331867694855,0.8332138061523438,55011.435720682144,113
24,256,1,0.001,16,50,0.066564545,0.070506476,0.048516374081373215,0.8639044761657715,55368.80098223686,114
24,8,1,0.049999999999999996,64,300,0.07819222,0.081003144,0.05980807915329933,0.8203656077384949,55976.34529066086,115
24,71,3,0.001103339991175074,64,50,0.057560224,0.06826699,0.04790638014674187,0.8724128007888794,56105.84628677368,116
12,134,2,0.0013226386031786603,64,50,0.060846943,0.06368577,0.041505299508571625,0.8888351917266846,56222.729175806046,117
12,77,4,0.0013783403462543134,64,50,0.058627296,0.063667074,0.041184768080711365,0.8889003992080688,56365.76919078827,118
36,49,1,0.001227551869770427,64,134,0.05521851,0.06496376,0.041793547570705414,0.884620189666748,56643.61920976639,119
36,200,1,0.001,16,50,0.06395878,0.075333916,0.05349776893854141,0.8448439836502075,56997.36657643318,120
36,108,1,0.0016197419430586213,64,50,0.061478257,0.067417175,0.04422736540436745,0.8757407665252686,57100.96146249771,121
24,8,4,0.001921302164651543,64,50,0.05644325,0.06278943,0.03985795006155968,0.8920658826828003,57245.112085819244,122
24,176,1,0.003299714897317454,63,62,0.063504376,0.07383558,0.05004576966166496,0.8507490158081055,57377.83574748039,123
42,65,1,0.0036261089321494903,57,244,0.05837092,0.06634693,0.043217483907938004,0.8797506093978882,57930.62504196167,124
12,113,3,0.0013201093223158273,64,50,0.061085913,0.06727688,0.04424876719713211,0.875944972038269,58062.50455713272,125
24,8,2,0.001,64,50,0.05813487,0.066255,0.044186849147081375,0.8798225522041321,58181.248727083206,126
42,8,5,0.001,64,50,0.056978624,0.06305463,0.0407789945602417,0.8913886547088623,58332.62514925003,127
36,45,2,0.001095927216498784,64,50,0.056337368,0.06469491,0.04098697379231453,0.885573148727417,58450.116538763046,128
36,52,3,0.0018816904601427326,64,50,0.05778386,0.06624658,0.04294867068529129,0.8800184726715088,58581.9833817482,129
36,141,3,0.0013087732710726956,64,300,0.09838354,0.10837572,0.07648900151252747,0.6788915991783142,59343.10606217384,130
36,67,1,0.0019500957450912814,64,50,0.0573882,0.06584041,0.04197854548692703,0.8814851641654968,59450.48814511299,131
36,125,1,0.001,64,50,0.05793012,0.06728769,0.04374496266245842,0.8762176036834717,59556.84454393387,132
42,76,1,0.001,64,50,0.057617176,0.06648386,0.042979322373867035,0.8792537450790405,59664.36624622345,133
12,151,1,0.0022869173345044388,64,50,0.062731825,0.06958223,0.046172864735126495,0.8672974109649658,59771.230984687805,134
36,164,1,0.0028149283578494506,58,50,0.061587453,0.06837245,0.048293519765138626,0.8721944093704224,59886.63851428032,135
12,8,4,0.001,64,50,0.05774966,0.06321186,0.04211783409118652,0.8904834389686584,60022.11030507088,136
12,134,2,0.0011971899951320007,64,50,0.059578978,0.06651099,0.04583797603845596,0.8787534236907959,60140.49096369743,137
36,8,3,0.004302571575017033,64,50,0.056737617,0.06456601,0.04071827232837677,0.8860287070274353,60269.10182976723,138
42,169,1,0.0025821073504200564,64,167,0.06499451,0.07017728,0.050789155066013336,0.8654652833938599,60614.835513830185,139
36,8,3,0.001,64,50,0.05682965,0.065887265,0.04104077070951462,0.8813164234161377,60741.917357206345,140
36,8,1,0.011936140390526111,64,300,0.05741453,0.066514924,0.04301055148243904,0.8790444731712341,61347.975556612015,141
42,49,2,0.0017986196312629666,64,50,0.057389062,0.06731984,0.04419118911027908,0.8761981129646301,61466.58541536331,142
12,133,3,0.001237085434448943,64,50,0.15376121,0.12982026,0.08262583613395691,0.5380791425704956,61598.73576068878,143
36,8,5,0.0018375562285852308,64,50,0.058303498,0.06496139,0.04321937635540962,0.8846285939216614,61748.27767086029,144
42,8,3,0.0019879603491490634,33,50,0.056016352,0.06492661,0.0409528911113739,0.8848439455032349,61985.15162873268,145
18,119,2,0.001,64,50,0.0572744,0.06348078,0.04106711968779564,0.8896191120147705,62104.534454107285,146
12,47,5,0.001,24,50,0.058116406,0.063897654,0.04450410604476929,0.8880942463874817,62467.879836559296,147
42,31,5,0.0013795194247071185,64,50,0.055371985,0.06620552,0.043138567358255386,0.8802626729011536,62626.12999868393,148
36,103,2,0.0017321225773218353,64,300,0.058633342,0.06516979,0.043637581169605255,0.8838871717453003,63319.34911799431,149
42,72,6,0.002101968288207751,49,92,0.21874419,0.20378451,0.1707955002784729,-0.1344451904296875,63708.86030626297,150
12,8,4,0.0022052770380762907,64,300,0.05243195,0.06647025,0.04364052787423134,0.8789019584655762,64512.32654929161,151
36,8,4,0.0022769440931376577,64,300,0.053420953,0.06675537,0.04511453956365585,0.8781684041023254,65313.69018936157,152
36,8,4,0.002279045254850678,64,300,0.051906016,0.06779268,0.04375674948096275,0.8743526935577393,66104.2503914833,153
36,8,4,0.002222881831781046,64,292,0.051669817,0.0667581,0.04348368942737579,0.8781583905220032,66870.66576218605,154
12,8,4,0.0022328098410166705,64,252,0.0530534,0.06708151,0.044541943818330765,0.876664400100708,67538.2228910923,155
36,8,4,0.0026094020261662665,64,300,0.053185754,0.066926606,0.04388907179236412,0.8775425553321838,68341.36622524261,156
12,119,1,0.0017760359520011546,64,300,0.050486922,0.06465205,0.04201049730181694,0.8854362964630127,68961.69897413254,157
42,8,4,0.002273657779374987,64,174,0.05459845,0.061872885,0.039936166256666183,0.8954216241836548,69426.34100079536,158
42,109,2,0.0014916891683164246,64,300,0.057767704,0.063721314,0.04135609418153763,0.8890798091888428,70113.96014165878,159
36,8,1,0.0027488621971801315,64,111,0.055756304,0.06503812,0.04255099967122078,0.884355902671814,70342.19135570526,160
12,256,1,0.001,64,107,0.060161576,0.067565694,0.04271921515464783,0.8748775720596313,70566.04207420349,161
36,8,1,0.002743065075261782,64,50,0.057443574,0.06442184,0.04128633067011833,0.8865370750427246,70670.81899404526,162
36,8,1,0.002738244856926876,64,50,0.05692903,0.064396344,0.04082713648676872,0.8866268992424011,70775.42395281792,163
12,256,1,0.001,64,300,0.055614337,0.065512106,0.045821841806173325,0.8823679685592651,71392.44764280319,164
18,8,1,0.0027392111299857774,64,69,0.05713981,0.06662831,0.04255293682217598,0.8784018754959106,71538.13411474228,165
12,256,1,0.001,64,283,0.056563463,0.06888936,0.044225580990314484,0.8699270486831665,72123.85420799255,166
36,8,1,0.002723796542315566,64,50,0.058229234,0.06347783,0.04076433554291725,0.8898379802703857,72230.87857937813,167
36,8,1,0.0027263286312063846,64,50,0.057360195,0.065705664,0.04158013314008713,0.8819697499275208,72337.56939458847,168
36,8,1,0.0018776216599521761,64,300,0.054789696,0.06433166,0.04157258942723274,0.8868545293807983,72952.6294760704,169
36,8,1,0.0027153206944503707,64,50,0.05714919,0.06669411,0.044245701283216476,0.8783918619155884,73059.34775233269,170
36,8,1,0.0027035869413543404,64,84,0.056075048,0.06392668,0.0402374304831028,0.888274610042572,73235.0733025074,171
36,8,1,0.0027331223166384097,64,213,0.056228906,0.06578591,0.04234625771641731,0.8816813230514526,73670.05499458313,172
36,8,1,0.002702203625173115,64,50,0.056710005,0.06477965,0.04130659997463226,0.8852732181549072,73777.41031193733,173
36,8,1,0.0024556208086357074,64,123,0.05564564,0.06327242,0.04062037169933319,0.8905498385429382,74027.6820693016,174
36,8,1,0.0026298795223936283,64,50,0.058102693,0.06406534,0.04171014204621315,0.8877894282341003,74133.32064962387,175
36,8,1,0.0026985864725697865,64,50,0.0571139,0.06421293,0.04110021889209747,0.8872717618942261,74238.71473407745,176
36,8,1,0.0026933928890784903,64,132,0.055139806,0.06605912,0.04225306585431099,0.8806965351104736,74499.60063529015,177
36,8,1,0.0026119894438628327,64,50,0.05706327,0.064689025,0.04162486642599106,0.8855940103530884,74602.52889084816,178
36,8,1,0.002703571027707294,64,96,0.056774583,0.06558956,0.040787223726511,0.8823865056037903,74798.68015813828,179
36,8,1,0.002689421361625702,64,50,0.056792278,0.06479713,0.041413769125938416,0.8852112889289856,74903.96218442917,180
12,256,1,0.001,64,196,0.062321786,0.07130608,0.05084493011236191,0.8606407642364502,75302.69899868965,181
36,8,1,0.0027323052229090423,64,50,0.056712344,0.06319514,0.04033200442790985,0.8908170461654663,75407.50640654564,182
36,8,1,0.0026863338483461576,64,207,0.05647992,0.067722015,0.045349135994911194,0.8746144771575928,75816.0465426445,183
36,8,1,0.0026816341076520726,64,50,0.05795321,0.06534346,0.04179760068655014,0.8832674622535706,75919.53349709511,184
36,8,1,0.0026794879838859956,64,50,0.056816544,0.066175774,0.0418127067387104,0.880274772644043,76020.50350952148,185
36,8,1,0.0026744651229418234,64,50,0.05822875,0.06674377,0.04280313104391098,0.878210723400116,76122.22003769875,186
36,8,1,0.0026731242899491977,64,50,0.05724641,0.066472664,0.043318189680576324,0.8791980743408203,76224.35032582283,187
36,8,1,0.002670278527490604,64,50,0.05747252,0.06745146,0.04486173018813133,0.8756143450737,76327.15839314461,188
42,8,1,0.0024693493178459245,64,120,0.057725403,0.063368194,0.04119949787855148,0.890305757522583,76561.52117061615,189
48,164,3,0.015499572827063067,17,139,0.24071512,0.20420696,0.1703874170780182,-0.13989603519439697,77708.59568858147,190
42,41,4,0.0017228195385725024,64,240,0.051520653,0.069856964,0.04589992016553879,0.8666906356811523,78340.2979836464,191
42,8,5,0.002434580815482767,64,202,0.05710213,0.068587996,0.04431535303592682,0.8714898824691772,78891.93818926811,192
42,256,1,0.001,64,50,0.07873748,0.084454015,0.058956731110811234,0.8051583170890808,78996.32000160217,193
42,87,1,0.0020577701610894963,64,300,0.056977663,0.06201079,0.04030274227261543,0.8949549198150635,79584.65781569481,194
18,58,3,0.001,38,50,0.056164466,0.06692159,0.04278847947716713,0.8773289918899536,79781.42410230637,195
36,8,2,0.004057572306996407,64,181,0.055329937,0.06756193,0.04287809133529663,0.8752065896987915,80166.31420016289,196
42,51,1,0.0019861420531104555,64,300,0.057888612,0.066240706,0.04287495091557503,0.8801353573799133,80749.21896123886,197
